Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Total_duration_of_Glances,Number_of_Glances
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,92640,11491,30000,2272,284,8,713,1237,2
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14895,11232,30000,1258,629,2,7559,296,0
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16293,11844,30000,1124,562,2,4857,367,1
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,46497,12285,30000,2105,150,8,584,1258,4
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8703,12309,30000,0,0,0,12309,193,1
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,31342,12727,30000,1195,137,6,827,583,3
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19138,12453,30000,1032,516,2,3070,215,1
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,70260,11900,30000,1557,173,9,1689,1212,4
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,52111,11601,30000,729,236,2,7481,546,1
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,13175,12274,30000,944,472,2,9016,277,1
UXRecording3,UXP14,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41899,12729,30000,268,166,1,9111,529,1
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,113174,12599,0,3390,226,15,438,1391,3
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,91103,11962,0,2609,193,8,804,719,3
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13877,12057,0,1082,541,2,8565,279,1
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16837,11220,0,1098,366,3,5769,341,1
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,44807,11822,0,2140,214,10,644,1181,4
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9906,11314,0,869,287,2,2728,221,1
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,34188,12458,0,745,141,5,1408,890,4
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19218,12790,0,1118,345,2,3327,336,1
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,70876,12551,0,1402,148,8,1352,1003,3
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,53616,12843,0,600,244,2,6932,294,1
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12698,11402,0,0,0,0,11402,283,0
UXRecording1,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,40106,11722,0,278,139,2,9337,374,2
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,123164,11154,15000,2220,185,12,531,908,3
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,96289,11367,15000,1870,187,6,737,1336,4
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14679,12423,15000,0,0,0,12423,288,0
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17887,11574,15000,1315,417,2,5923,371,1
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,48062,11838,15000,1907,180,7,625,1728,5
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9660,12774,15000,806,395,2,2931,317,1
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,35630,12301,15000,1107,155,4,1422,558,3
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18324,11868,15000,1120,519,2,3666,200,1
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,74348,12038,15000,1569,196,6,1441,1228,3
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,53272,12546,15000,1119,373,3,4905,374,1
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,11864,11307,15000,1140,570,2,9794,154,0
UXRecording2,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,37199,12458,15000,386,193,2,11857,401,2
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,120927,11763,30000,2590,187,9,460,1551,4
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,93627,11453,30000,2596,236,11,856,850,3
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13887,12622,30000,980,490,2,6382,272,1
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,15618,12702,30000,1102,375,2,4827,211,1
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,43785,11059,30000,1850,195,8,435,977,4
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9461,12944,30000,1191,397,3,2177,245,1
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,33916,12860,30000,1121,226,4,1105,780,3
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,20123,12371,30000,0,0,0,12371,301,1
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,73418,11808,30000,1890,189,10,1350,1237,2
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,55177,12040,30000,812,269,3,6147,546,1
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,11833,11778,30000,816,408,2,9558,255,1
UXRecording3,UXP15,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,42068,11051,30000,398,199,2,11051,483,2
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,117991,12324,0,2626,202,13,464,1589,3
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,92001,11293,0,2435,262,6,787,1382,4
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13233,11879,0,962,481,2,7490,261,0
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17381,11769,0,996,341,2,3860,418,1
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,45269,12511,0,1465,187,7,511,1759,2
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8824,12792,0,830,455,1,3371,287,1
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31663,11546,0,1109,154,5,1281,631,2
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19667,12663,0,1029,303,3,4343,199,1
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,76188,12838,0,1854,206,9,1871,1182,3
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,58634,12331,0,682,341,2,7270,345,1
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12561,11040,0,1116,558,2,8893,277,0
UXRecording1,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,41979,11562,0,372,186,2,8041,665,2
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,129271,11851,15000,2990,230,13,420,1194,3
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,102200,12771,15000,1778,267,6,757,1016,4
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14382,12329,15000,809,577,1,7632,262,1
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15648,11296,15000,1006,409,2,6736,241,1
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,45952,11705,15000,1961,208,6,500,996,5
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9521,12839,15000,950,475,2,3675,275,1
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,33930,12349,15000,1326,221,6,1096,984,2
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19607,11140,15000,1111,512,2,2736,206,1
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,79083,11637,15000,1925,211,8,1400,1166,3
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,52282,12472,15000,846,282,3,6655,318,1
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12531,12423,15000,0,0,0,12423,226,1
UXRecording2,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,36890,11632,15000,263,192,1,11632,373,2
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,119480,11431,30000,2318,152,15,388,1489,3
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,91895,11631,30000,2364,201,11,500,1009,2
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14082,11921,30000,885,434,2,4980,305,1
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17885,11590,30000,1352,404,2,4158,250,1
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,41721,12789,30000,1845,171,8,490,1005,2
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9690,12480,30000,754,408,1,3554,354,1
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,35397,12426,30000,838,137,5,873,864,3
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19583,11633,30000,0,0,0,11633,340,1
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,79302,11543,30000,1243,232,5,1872,706,4
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,53831,12198,30000,993,331,3,5724,457,1
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12954,12550,30000,872,429,2,10386,152,0
UXRecording3,UXP16,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,36736,12252,30000,294,147,2,11011,449,2
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,124213,12449,0,2902,187,10,420,1442,4
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,93437,12488,0,2860,260,11,581,712,3
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13912,11376,0,0,0,0,11376,235,1
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16868,12525,0,1461,487,3,6703,292,0
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,46048,12585,0,2211,201,11,502,1321,5
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9783,12721,0,814,407,2,3702,231,1
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,33561,12045,0,1344,224,6,929,801,3
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,17875,12274,0,966,483,2,3197,207,1
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,80663,11439,0,2220,222,10,1147,804,4
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,53937,12664,0,764,364,2,6391,341,1
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12641,11059,0,742,550,1,6838,198,1
UXRecording1,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,36884,12218,0,269,125,2,8711,384,2
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,114484,11832,15000,2720,170,16,347,1412,4
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,100328,11136,15000,2450,231,7,848,796,4
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14370,11980,15000,878,439,2,5022,228,1
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15747,11928,15000,1791,597,3,5996,262,1
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,46815,11481,15000,2290,229,10,504,992,2
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8849,12074,15000,855,352,2,2229,319,0
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34573,12016,15000,990,198,5,1246,597,2
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18991,12163,15000,0,0,0,12163,233,1
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,78047,11462,15000,1674,203,8,1221,1206,3
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,52180,11812,15000,758,324,2,5038,591,1
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12950,12936,15000,1028,514,2,6040,172,0
UXRecording2,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,40226,12578,15000,186,152,1,8765,648,2
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,120117,12690,30000,2099,172,8,466,1498,5
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,92557,11740,30000,2367,263,9,684,812,3
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14416,11899,30000,657,470,1,8715,264,0
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,15786,11331,30000,875,345,2,4173,323,1
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,47986,11798,30000,2059,145,9,521,1073,4
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8684,12232,30000,652,326,2,2908,301,1
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,32256,11394,30000,848,190,4,1379,1025,3
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18039,11384,30000,882,441,2,3723,251,1
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,74123,12814,30000,1887,152,5,1781,1021,4
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,56168,11301,30000,755,244,2,7955,528,1
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12010,12129,30000,1152,576,2,8620,165,1
UXRecording3,UXP17,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41060,12870,30000,260,155,1,9523,448,2
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,121705,11316,0,3072,192,16,433,1648,3
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,102526,11554,0,2570,257,10,722,985,4
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13486,12572,0,842,397,2,8044,178,1
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16732,12032,0,1187,382,2,4247,401,1
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,47239,11446,0,1628,148,11,596,1471,5
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8613,11814,0,1455,485,3,2767,256,1
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,34531,11719,0,1090,218,5,1197,747,2
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18099,11137,0,0,0,0,11137,331,1
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,79907,11791,0,1162,136,7,1577,1146,4
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,59068,12598,0,760,380,2,5287,488,2
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12648,11983,0,0,0,0,11983,197,0
UXRecording1,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,39157,11453,0,204,204,1,11018,398,1
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,125534,12202,15000,2828,202,14,423,1232,4
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,105318,11071,15000,2113,178,6,703,1297,3
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13256,11995,15000,948,474,2,6638,254,1
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17981,12893,15000,1545,515,3,3942,299,1
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,43338,11837,15000,2130,213,10,457,1677,3
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9225,12330,15000,0,0,0,12330,372,1
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,33066,12065,15000,1185,138,7,855,619,3
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,20005,11465,15000,876,337,1,4424,257,1
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,79822,12008,15000,1909,178,6,1063,1306,2
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,57630,12529,15000,708,230,3,7757,369,1
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12447,12287,15000,882,441,2,6093,193,0
UXRecording2,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,37139,11168,15000,250,167,1,11168,577,2
UXRecording3,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,127245,12782,30000,2922,195,10,400,1609,3
UXRecording3,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,104316,12042,30000,1964,191,10,847,1255,4
UXRecording3,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14913,12495,30000,0,0,0,12495,173,0
UXRecording3,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,15823,12729,30000,0,0,0,12729,290,1
UXRecording3,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,43100,11567,30000,1991,181,11,627,1262,3
